year,state_name,state_po,county_name,county_fips,office,candidate,party,candidatevotes,total_votes,version,mode,perc,state,match,mask,republican,democrat,may_1_cutoff
2020,WEST VIRGINIA,WV,MERCER,54055,PRESIDENT,DONALD J TRUMP,REPUBLICAN,19237,25134,20210622,TOTAL,0.765377576,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,MINERAL,54057,PRESIDENT,DONALD J TRUMP,REPUBLICAN,10040,12872,20210622,TOTAL,0.77998757,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,MINGO,54059,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8544,10022,20210622,TOTAL,0.852524446,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,MONONGALIA,54061,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20803,42072,20210622,TOTAL,0.494461875,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,MONROE,54063,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5068,6490,20210622,TOTAL,0.780893683,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,MORGAN,54065,PRESIDENT,DONALD J TRUMP,REPUBLICAN,6537,8695,20210622,TOTAL,0.751811386,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,NICHOLAS,54067,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8279,10630,20210622,TOTAL,0.77883349,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,OHIO,54069,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12354,19898,20210622,TOTAL,0.620866419,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,PENDLETON,54071,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2782,3659,20210622,TOTAL,0.760317027,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,PLEASANTS,54073,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2742,3491,20210622,TOTAL,0.785448296,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,POCAHONTAS,54075,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2895,4008,20210622,TOTAL,0.722305389,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,PRESTON,54077,PRESIDENT,DONALD J TRUMP,REPUBLICAN,11190,14572,20210622,TOTAL,0.767911062,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,PUTNAM,54079,PRESIDENT,DONALD J TRUMP,REPUBLICAN,20034,28501,20210622,TOTAL,0.702922704,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,RALEIGH,54081,PRESIDENT,DONALD J TRUMP,REPUBLICAN,24673,33106,20210622,TOTAL,0.74527276,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,RANDOLPH,54083,PRESIDENT,DONALD J TRUMP,REPUBLICAN,8673,12200,20210622,TOTAL,0.710901639,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,RITCHIE,54085,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3649,4283,20210622,TOTAL,0.851972916,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,ROANE,54087,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4213,5763,20210622,TOTAL,0.73104286,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,SUMMERS,54089,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4074,5585,20210622,TOTAL,0.729453894,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,TAYLOR,54091,PRESIDENT,DONALD J TRUMP,REPUBLICAN,5477,7383,20210622,TOTAL,0.741839361,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,TUCKER,54093,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2841,3844,20210622,TOTAL,0.739073881,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,TYLER,54095,PRESIDENT,DONALD J TRUMP,REPUBLICAN,3226,3922,20210622,TOTAL,0.822539521,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,UPSHUR,54097,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7771,10221,20210622,TOTAL,0.760297427,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,WAYNE,54099,PRESIDENT,DONALD J TRUMP,REPUBLICAN,12585,16947,20210622,TOTAL,0.742609311,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,WEBSTER,54101,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2759,3402,20210622,TOTAL,0.810993533,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,WETZEL,54103,PRESIDENT,DONALD J TRUMP,REPUBLICAN,4993,6667,20210622,TOTAL,0.748912554,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,WIRT,54105,PRESIDENT,DONALD J TRUMP,REPUBLICAN,2134,2653,20210622,TOTAL,0.804372409,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,WOOD,54107,PRESIDENT,DONALD J TRUMP,REPUBLICAN,27202,38762,20210622,TOTAL,0.701769775,REPUBLICAN,1,1,1,#N/A,0
2020,WEST VIRGINIA,WV,WYOMING,54109,PRESIDENT,DONALD J TRUMP,REPUBLICAN,7353,8592,20210622,TOTAL,0.855796089,REPUBLICAN,1,1,1,#N/A,0
2020,MARYLAND,MD,ALLEGANY,24001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1883,30641,20210622,2ND ABSENTEE,0.061453608,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ALLEGANY,24001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1703,30641,20210622,ABSENTEE,0.055579126,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ALLEGANY,24001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7342,30641,20210622,EARLY VOTING,0.23961359,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ALLEGANY,24001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9513,30641,20210622,ELECTION DAY,0.310466369,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ALLEGANY,24001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,445,30641,20210622,PROVISIONAL,0.014523025,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ANNE ARUNDEL,24003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16213,309617,20210622,2ND ABSENTEE,0.052364696,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ANNE ARUNDEL,24003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17630,309617,20210622,ABSENTEE,0.056941318,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ANNE ARUNDEL,24003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,65507,309617,20210622,EARLY VOTING,0.2115743,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ANNE ARUNDEL,24003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,24625,309617,20210622,ELECTION DAY,0.079533747,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ANNE ARUNDEL,24003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3846,309617,20210622,PROVISIONAL,0.012421799,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,BALTIMORE,24005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,26841,414932,20210622,2ND ABSENTEE,0.064687708,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,BALTIMORE,24005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16954,414932,20210622,ABSENTEE,0.040859707,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,BALTIMORE,24005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,66437,414932,20210622,EARLY VOTING,0.160115392,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,BALTIMORE,24005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31927,414932,20210622,ELECTION DAY,0.076945138,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,BALTIMORE,24005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4043,414932,20210622,PROVISIONAL,0.009743765,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CALVERT,24009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3144,49113,20210622,2ND ABSENTEE,0.064015637,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CALVERT,24009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2757,49113,20210622,ABSENTEE,0.05613585,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CALVERT,24009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9115,49113,20210622,EARLY VOTING,0.185592409,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CALVERT,24009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9980,49113,20210622,ELECTION DAY,0.203204854,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CALVERT,24009,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,350,49113,20210622,PROVISIONAL,0.007126423,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CAROLINE,24011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,795,15794,20210622,2ND ABSENTEE,0.05033557,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CAROLINE,24011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,409,15794,20210622,ABSENTEE,0.02589591,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CAROLINE,24011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5305,15794,20210622,EARLY VOTING,0.335887046,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CAROLINE,24011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3523,15794,20210622,ELECTION DAY,0.22305939,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CAROLINE,24011,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,251,15794,20210622,PROVISIONAL,0.015892111,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CARROLL,24013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5633,100327,20210622,2ND ABSENTEE,0.056146401,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CARROLL,24013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7025,100327,20210622,ABSENTEE,0.070021031,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CARROLL,24013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,25406,100327,20210622,EARLY VOTING,0.253231932,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CARROLL,24013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,21755,100327,20210622,ELECTION DAY,0.21684093,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CARROLL,24013,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,399,100327,20210622,PROVISIONAL,0.003976995,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CECIL,24015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2799,47462,20210622,2ND ABSENTEE,0.058973495,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CECIL,24015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2054,47462,20210622,ABSENTEE,0.043276727,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CECIL,24015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11162,47462,20210622,EARLY VOTING,0.235177616,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CECIL,24015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12852,47462,20210622,ELECTION DAY,0.270785049,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CECIL,24015,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,572,47462,20210622,PROVISIONAL,0.012051747,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CHARLES,24017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4700,89498,20210622,2ND ABSENTEE,0.05251514,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CHARLES,24017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1372,89498,20210622,ABSENTEE,0.015329952,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CHARLES,24017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13578,89498,20210622,EARLY VOTING,0.151712887,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CHARLES,24017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5339,89498,20210622,ELECTION DAY,0.059654964,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,CHARLES,24017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,590,89498,20210622,PROVISIONAL,0.006592326,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,DORCHESTER,24019,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,809,15977,20210622,2ND ABSENTEE,0.050635288,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,DORCHESTER,24019,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,650,15977,20210622,ABSENTEE,0.040683483,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,DORCHESTER,24019,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4749,15977,20210622,EARLY VOTING,0.297239782,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,DORCHESTER,24019,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2405,15977,20210622,ELECTION DAY,0.150528885,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,DORCHESTER,24019,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,151,15977,20210622,PROVISIONAL,0.009451086,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,FREDERICK,24021,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5692,145615,20210622,2ND ABSENTEE,0.03908938,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,FREDERICK,24021,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7936,145615,20210622,ABSENTEE,0.05449988,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,FREDERICK,24021,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,31490,145615,20210622,EARLY VOTING,0.216255193,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,FREDERICK,24021,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17190,145615,20210622,ELECTION DAY,0.118051025,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,FREDERICK,24021,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1374,145615,20210622,PROVISIONAL,0.009435841,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,GARRETT,24023,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,808,15611,20210622,2ND ABSENTEE,0.051758376,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,GARRETT,24023,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,881,15611,20210622,ABSENTEE,0.056434565,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,GARRETT,24023,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7973,15611,20210622,EARLY VOTING,0.510729614,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,GARRETT,24023,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2060,15611,20210622,ELECTION DAY,0.131958235,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,GARRETT,24023,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,280,15611,20210622,PROVISIONAL,0.017936071,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HARFORD,24025,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10016,148186,20210622,2ND ABSENTEE,0.067590731,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HARFORD,24025,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4927,148186,20210622,ABSENTEE,0.033248755,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HARFORD,24025,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,45623,148186,20210622,EARLY VOTING,0.307876588,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HARFORD,24025,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,18918,148186,20210622,ELECTION DAY,0.127663882,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HARFORD,24025,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1446,148186,20210622,PROVISIONAL,0.009758007,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HOWARD,24027,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6791,183062,20210622,2ND ABSENTEE,0.037096721,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HOWARD,24027,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7458,183062,20210622,ABSENTEE,0.040740296,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HOWARD,24027,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,23430,183062,20210622,EARLY VOTING,0.127989424,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HOWARD,24027,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9534,183062,20210622,ELECTION DAY,0.052080716,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,HOWARD,24027,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1177,183062,20210622,PROVISIONAL,0.006429516,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,KENT,24029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,657,10794,20210622,2ND ABSENTEE,0.060867148,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,KENT,24029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,269,10794,20210622,ABSENTEE,0.024921253,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,KENT,24029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2643,10794,20210622,EARLY VOTING,0.244858255,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,KENT,24029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1466,10794,20210622,ELECTION DAY,0.135816194,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,KENT,24029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,160,10794,20210622,PROVISIONAL,0.01482305,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,MONTGOMERY,24031,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,24591,533743,20210622,2ND ABSENTEE,0.046072735,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,MONTGOMERY,24031,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,14962,533743,20210622,ABSENTEE,0.028032218,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,MONTGOMERY,24031,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,41476,533743,20210622,EARLY VOTING,0.077707811,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,MONTGOMERY,24031,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,16506,533743,20210622,ELECTION DAY,0.030924996,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,MONTGOMERY,24031,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3687,533743,20210622,PROVISIONAL,0.006907819,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,PRINCE GEORGE'S,24033,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3942,424855,20210622,2ND ABSENTEE,0.00927846,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,PRINCE GEORGE'S,24033,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8685,424855,20210622,ABSENTEE,0.020442269,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,PRINCE GEORGE'S,24033,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15824,424855,20210622,EARLY VOTING,0.037245649,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,PRINCE GEORGE'S,24033,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6691,424855,20210622,ELECTION DAY,0.015748903,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,PRINCE GEORGE'S,24033,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1948,424855,20210622,PROVISIONAL,0.004585094,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,QUEEN ANNE'S,24035,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1554,30290,20210622,2ND ABSENTEE,0.051304061,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,QUEEN ANNE'S,24035,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1347,30290,20210622,ABSENTEE,0.044470122,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,QUEEN ANNE'S,24035,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11705,30290,20210622,EARLY VOTING,0.386431165,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,QUEEN ANNE'S,24035,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3651,30290,20210622,ELECTION DAY,0.12053483,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,QUEEN ANNE'S,24035,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,484,30290,20210622,PROVISIONAL,0.015978871,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ST MARY'S,24037,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4407,55665,20210622,2ND ABSENTEE,0.079170035,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ST MARY'S,24037,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2910,55665,20210622,ABSENTEE,0.052277014,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ST MARY'S,24037,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13908,55665,20210622,EARLY VOTING,0.249851792,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ST MARY'S,24037,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9069,55665,20210622,ELECTION DAY,0.162921046,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,ST MARY'S,24037,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,532,55665,20210622,PROVISIONAL,0.009557172,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,SOMERSET,24039,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,295,10147,20210622,2ND ABSENTEE,0.029072632,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,SOMERSET,24039,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,489,10147,20210622,ABSENTEE,0.048191584,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,SOMERSET,24039,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3145,10147,20210622,EARLY VOTING,0.309943826,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,SOMERSET,24039,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1614,10147,20210622,ELECTION DAY,0.159061792,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,SOMERSET,24039,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,196,10147,20210622,PROVISIONAL,0.019316054,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,TALBOT,24041,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1084,22555,20210622,2ND ABSENTEE,0.048060297,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,TALBOT,24041,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1255,22555,20210622,ABSENTEE,0.055641765,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,TALBOT,24041,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6435,22555,20210622,EARLY VOTING,0.285302594,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,TALBOT,24041,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1972,22555,20210622,ELECTION DAY,0.087430725,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,TALBOT,24041,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,200,22555,20210622,PROVISIONAL,0.008867213,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WASHINGTON,24043,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2450,67779,20210622,2ND ABSENTEE,0.036146889,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WASHINGTON,24043,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4276,67779,20210622,ABSENTEE,0.063087387,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WASHINGTON,24043,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11882,67779,20210622,EARLY VOTING,0.175305035,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WASHINGTON,24043,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,20760,67779,20210622,ELECTION DAY,0.306289559,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WASHINGTON,24043,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,856,67779,20210622,PROVISIONAL,0.01262928,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WICOMICO,24045,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1651,46216,20210622,2ND ABSENTEE,0.035723559,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WICOMICO,24045,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2101,46216,20210622,ABSENTEE,0.045460447,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WICOMICO,24045,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11294,46216,20210622,EARLY VOTING,0.244374243,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WICOMICO,24045,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6972,46216,20210622,ELECTION DAY,0.150856846,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WICOMICO,24045,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,926,46216,20210622,PROVISIONAL,0.020036351,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WORCESTER,24047,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2570,31691,20210622,2ND ABSENTEE,0.081095579,REPUBLICAN,1,1,1,#N/A,1
2020,MARYLAND,MD,WORCESTER,24047,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,696,31691,20210622,ABSENTEE,0.021962071,REPUBLICAN,1,1,1,#N/A,1
